"authors","title","complete_ds_ubib","year","fachbereich_ubib","institut_ubib","institut_short","subject_area","genre_ubib","year_ubib","doi","link","oa_status_bib","oa_status_bib_binary","oa_status_bib_true_false","oa_status_manual","oa_status_manual_binary","oa_status_manual_true_false","oa_status_unpaywall_api","license_bib","license_manual","journal_name","publisher"
"Rodrigues Barrote, Vitor;Nebel, Oliver;Wainwright, Ashlea N.;Cawood, Peter A.;Hollis, Steven P.;Raveggi, Massimo","Testing the advantages of simultaneous in-situ Sm Nd, U Pb and elemental analysis of igneous monazite for petrochronological studies an example from the late Archean, Penzance granite, Western Australia","Chemical geology. - New York, NY: Elsevier, 594, 2022, Artikel 120760, . - 0009-2541.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.chemgeo.2022.120760","http://dx.doi.org/10.1016/j.chemgeo.2022.120760",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Chemical Geology","Elsevier"
"Anders, Jennifer;Göritz, Fabian;Loges, Anselm Gabriel;John, Timm;Paulus, Beate","Stability of hydroxo/oxo/fluoro zirconates vs. hafniates a DFT study","Inorganics. - Basel: MDPI, 10, 2022, 12, Artikel 259 (17 Seiten), . - 2304-6740.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.3390/inorganics10120259","http://dx.doi.org/10.3390/inorganics10120259","Open Access","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Inorganics","MDPI"
"Rieger, Philip;Magnall, Joseph M.;Gleeson, Sarah A.;Oelze, Marcus;Wilke, Franziska D. H.;Lilly, Richard","Differentiating between hydrothermal and diagenetic carbonate using rare earth element and yttrium (REE+Y) geochemistry a case study from the Paleoproterozoic George Fisher massive sulfide Zn deposit, Mount Isa, Australia","Mineralium deposita. - Berlin: Springer, 57, 2022, 2, Seite 187-206, . - 0026-4598.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1007/s00126-021-01056-1","http://dx.doi.org/10.1007/s00126-021-01056-1","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Mineralium Deposita","Springer"
"Abdallah, Khaled;Stock, Svenja C.;Heeger, Felix;Koester, Moritz;Nájera, Francisco;Matus, Francisco;Merino, Carolina;Spielvogel, Sandra;Gorbushina, Anna A.;Kuzyakov, Yakov;Dippold, Michaela A.","Nitrogen gain and loss along an ecosystem sequence: from semi-desert to rainforest","Frontiers in soil science. - Lausanne: Frontiers Media, 2, 2022, Artikel 817641 (14 Seiten), . - 2673-8619.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.3389/fsoil.2022.817641","http://dx.doi.org/10.3389/fsoil.2022.817641","Open Access","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Frontiers in soil science","Frontiers"
"Gurieva, G.;Rotaru, V.;Ernits, K.;Siminel, N.;Manjón-Sanz, A.;Kirkham, M.;Perez-Rodriguez, A.;Guc, M.;Meissner, D.;Schorr, Susan","To grind or not to grind? The influence of mechanical and thermal treatments on the Cu/Zn disorder in Cu2ZnSn(SxSe1-x)4 monograins","Solar energy materials & solar cells. - Amsterdam: NH, Elsevier, 248, 2022, Artikel 112009, . - 0927-0248.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.solmat.2022.112009","http://dx.doi.org/10.1016/j.solmat.2022.112009",NA,"no status","no status","green","open","TRUE","TRUE","NA","no CC license","Solar Energy Materials and Solar Cells","Elsevier"
"Craiu, Andreea;Ferrand, Thomas P.;Manea, Elena F.;Vrijmoed, Johannes C.;MÄƒrmureanu, Alexandru","A switch from horizontal compression to vertical extension in the Vrancea slab explained by the volume reduction of serpentine dehydration","Scientific reports. - London: Macmillan Publishers Limited, part of Springer Nature, 12, 2022, 1, Artikel 22320 (13 Seiten), . - 2045-2322.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1038/s41598-022-26260-5","http://dx.doi.org/10.1038/s41598-022-26260-5","Open Access","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","scientific reports","Springer"
"Magnall, Joseph M.;Gleeson, Sarah A.;Hayward, Nicholas;Oelze, Marcus","Using whole rock and in situ pyrite chemistry to evaluate authigenic and hydrothermal controls on trace element variability in a Zn mineralized Proterozoic subbasin","Geochimica et cosmochimica acta. - New York, NY: Elsevier Science, 318, 2022, Seite 366-387, . - 0016-7037.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.gca.2021.12.001","http://dx.doi.org/10.1016/j.gca.2021.12.001",NA,"no status","no status","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Geochimica et Cosmochimica Acta","Elsevier"
"Sippl, C.;Dielforder, A.;John, Timm;Schmalholz, S. M.","Global constraints on intermediate†depth intraslab stresses from slab geometries and mechanisms of double seismic zone earthquakes","Geochemistry, geophysics, geosystems. - Hoboken, NJ: Wiley, 23, 2022, 9, Artikel e2022GC010498 (28 Seiten), . - 1525-2027.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1029/2022gc010498","http://dx.doi.org/10.1029/2022GC010498","Open Access","open","TRUE","hybrid","open","TRUE","TRUE","cc-by-nc 4.0","cc-by-nc","Geochemistry, geophysics, geosystems","Wiley"
"Huber, Konstantin;Vrijmoed, Johannes Christiaan;John, Timm","Formation of olivine veins by reactive fluid flow in a dehydrating serpentinite","Geochemistry, geophysics, geosystems. - Hoboken, NJ: Wiley, 23, 2022, 6, Artikel e2021GC010267 (15 Seiten), . - 1525-2027.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1029/2021gc010267","http://dx.doi.org/10.1029/2021GC010267","Open Access","open","TRUE","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Geochemistry, geophysics, geosystems","Wiley"
"Caton, Summer A.;Smit, Matthijs A.;Emo, Robert B.;Musiyachenko, Kira A.;Kielman-Schmitt, Melanie;Kooijman, Ellen;Scherstén, Anders;Halla, Jaana;Bleeker, Wouter;Hoffmann, J. Elis;Pandey, Om Prakash;Ravindran, Arathy;Maltese, Alessandro;Mezger, Klaus","Evolution of the sources of TTG and associated rocks during the Archean from in-situ 87Sr/86Sr isotope analysis of apatite by LA-MC-ICPMS","Lithos. - Amsterdam: Elsevier Science, 428/429, 2022, Artikel 106830, . - 0024-4937.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.lithos.2022.106830","http://dx.doi.org/10.1016/j.lithos.2022.106830",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Lithos","Elsevier"
"Hampl, Ferdinand J.;Schiperski, Ferry;Byrne, James M.;Schwerdhelm, Christopher;Kappler, Andreas;Bryce, Casey;Blanckenburg, Friedhelm von;Neumann, Thomas","The role of iron-bearing minerals for the deep weathering of a hydrothermally altered plutonic rock in semi-arid climate (Chilean Coastal Cordillera)","Chemical geology. - New York, NY: Elsevier, 604, 2022, Artikel 120922, . - 0009-2541.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.chemgeo.2022.120922","http://dx.doi.org/10.1016/j.chemgeo.2022.120922",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Chemical Geology","Elsevier"
"Guo, Shun;Su, Bin;John, Timm;Zhao, Kuidong;Tang, Pan;Chen, Yi;Li, Yibing","Boron release and transfer induced by phengite breakdown in subducted impure metacarbonates","Lithos. - Amsterdam: Elsevier Science, 408/409, 2022, Artikel 106548, . - 0024-4937.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.lithos.2021.106548","http://dx.doi.org/10.1016/j.lithos.2021.106548",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Lithos","Elsevier"
"Grema, Haruna M.;Magnall, Joseph M.;Whitehouse, Martin J.;Gleeson, Sarah;Schulz, Hans-Martin","The formation of highly positive Î´34S values in Late Devonian mudstones microscale analysis of pyrite (Î´34S) and barite (Î´34S, Î´18O) in the canol formation (Selwyn Basin, Canada)","Frontiers in earth science. - Lausanne: Frontiers Media, 9, 2022, Artikel 784824, . - 2296-6463.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.3389/feart.2021.784824","http://dx.doi.org/10.3389/feart.2021.784824","Open Access gold","open","TRUE","gold","open","TRUE","TRUE","cc-by 4.0","cc-by","Frontiers in earth science","Frontiers"
"Poetz, Stefanie;Liu, Yang;Magnall, Joseph M.;Vieth-Hillebrand, Andrea;Yang, Shengyu;Göthel, Michael;Gleeson, Sarah A.;Schulz, Hans-Martin","Signals of low grade organic matter alteration in the Upper Permian Kupferschiefer (Spremberg area, Eastern Germany) a by-product of copper mineralization?","Organic geochemistry. - Amsterdam: Elsevier Science, 169, 2022, Artikel 104421, . - 0146-6380.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.orggeochem.2022.104421","http://dx.doi.org/10.1016/j.orggeochem.2022.104421","Open Access","open","TRUE","closed","closed","FALSE","FALSE","NA","no CC license","Organic Geochemistry","Elsevier"
"Ribeiro, Bruno V.;Finch, Melanie A.;Cawood, Peter A.;Faleiros, Frederico M.;Murphy, Timothy D.;Simpson, Alexander;Glorie, Stijn;Tedeschi, Mahyra;Armit, Robin;Barrote, Vitor R.","From microanalysis to supercontinents insights from the Rio Apa Terrane into the Mesoproterozoic SW Amazonian Craton evolution during Rodinia assembly","Journal of metamorphic geology. - Oxford: Wiley-Blackwell, 40, 2022, 4, Seite 631-663, . - 0263-4929.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1111/jmg.12641","http://dx.doi.org/10.1111/jmg.12641",NA,"no status","no status","bronze","closed","FALSE","FALSE","© wiley","no CC license","Journal of Metamorphic Geology","Wiley"
"Zhu, Ke;Becker, Harry;Li, Shi-Jie;Fan, Yan;Liu, Xiao-Ning;Elliott, Tim","Radiogenic chromium isotope evidence for the earliest planetary volcanism and crust formation in the Solar system","Monthly notices of the Royal Astronomical Society / Letters. - Oxford: Oxford University Press, 515, 2022, 1, Seite L39-L44, . - 1745-3925.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1093/mnrasl/slac061","http://dx.doi.org/10.1093/mnrasl/slac061",NA,"no status","no status","bronze","closed","FALSE","FALSE","all rights reserved","no CC license","Monthly Notices of the Royal Astronomical Society","Oxford University Press"
"Stubbs, Daniel;Yang, Ruiyu;Coath, Christopher D.;John, Timm;Elliott, Tim","Tungsten isotopic fractionation at the Mariana arc and constraints on the redox conditions of subduction zone fluids","Geochimica et cosmochimica acta. - New York, NY: Elsevier, 334, 2022, Seite 135-154, . - 0016-7037.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.gca.2022.08.005","http://dx.doi.org/10.1016/j.gca.2022.08.005",NA,"no status","no status","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Geochimica et Cosmochimica Acta","Elsevier"
"Marien, Chris S.;Drewes-Todd, Elizabeth K.;Stork, Allen;Todd, Erin;Gill, James B.;Hoffmann, J. Elis;Tani, Kenichiro;Allen, Charlotte M.;Münker, Carsten","Juvenile continental crust evolution in a modern oceanic arc setting petrogenesis of Cenozoic felsic plutons in Fiji, SW Pacific","Geochimica et cosmochimica acta. - New York, NY: Elsevier Science, 320, 2022, Seite 339-365, . - 0016-7037.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.gca.2021.11.033","http://dx.doi.org/10.1016/j.gca.2021.11.033",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Geochimica et Cosmochimica Acta","Elsevier"
"Zong, Keqing;Wang, Zaicong;Li, Jiawei;He, Qi;Li, Yiheng;Becker, Harry;Zhang, Wen;Hu, Zhaochu;He, Tao;Cao, Kenan;She, Zhenbing;Wu, Xiang;Xiao, Long;Liu, Yongsheng","Bulk compositions of the Chang'E-5 lunar soil: insights into chemical homogeneity, exotic addition, and origin of landing site basalts","Geochimica et cosmochimica acta. - New York, NY: Elsevier Science, 335, 2022, Seite 284-296, . - 0016-7037.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.gca.2022.06.037","http://dx.doi.org/10.1016/j.gca.2022.06.037",NA,"no status","no status","hybrid","open","TRUE","TRUE","cc-by-nc-nd 4.0","cc-by-nc-nd","Geochimica et Cosmochimica Acta","Elsevier"
"Vrijmoed, Johannes Christiaan;Podladchikov, Y. Y.","Thermolab: a thermodynamics laboratory for nonlinear transport processes in open systems","Geochemistry, geophysics, geosystems. - Hoboken, NJ: Wiley, 23, 2022, 4, Artikel e2021GC010303 (44 Seiten), . - 1525-2027.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1029/2021gc010303","http://dx.doi.org/10.1029/2021GC010303","Open Access","open","TRUE","hybrid","open","TRUE","TRUE","cc-by-nc-nd 4.0","cc-by-nc-nd","Geochemistry, geophysics, geosystems","Wiley"
"Breternitz, Joachim;Schorr, Susan","Zinc germanium nitrides and oxide nitrides: the influence of oxygen on electronic and structural properties","Faraday discussions. - Cambridge: Royal Society of Chemistry, 239, 2022, Seite 219-234, . - 1359-6640.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1039/d2fd00041e","http://dx.doi.org/10.1039/D2FD00041E",NA,"no status","no status","hybrid","open","TRUE","TRUE","cc-by 4.0","cc-by","Faraday Discussions","Royal Society of Chemistry"
"Whattam, Scott A.;Früh-Green, Gretchen L.;Cannat, Mathilde;Hoog, Jan C. M. de;Schwarzenbach, Esther M.;Escartin, Javier;John, Barbara E.;Leybourne, Mathew I.;Williams, Morgan J.;Rouméjon, Stéphane;Akizawa, Norikatsu;Boschi, Chiara;Harris, Michelle;Wenzel, Kirsten;McCaig, Andrew;Weis, Dominique;Bilenker, Laura","Geochemistry of serpentinized and multiphase altered Atlantis Massif peridotites (IODP expedition 357) petrogenesis and discrimination of melt-rock vs. fluid-rock processes","Chemical geology. - New York, NY: Elsevier, 594, 2022, Artikel 120681, . - 0009-2541.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.chemgeo.2021.120681","http://dx.doi.org/10.1016/j.chemgeo.2021.120681",NA,"no status","no status","green","open","TRUE","TRUE","NA","no CC license","Chemical Geology","Elsevier"
"Zertani, Sascha;John, Timm;Brachmann, Caroline;Vrijmoed, Johannes C.;Plümper, Oliver","Reactive fluid flow guided by grain-scale equilibrium reactions during eclogitization of dry crustal rocks","Contributions to mineralogy and petrology. - Berlin: Springer, 177, 2022, 6, Artikel 61 (18 Seiten), . - 0010-7999.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1007/s00410-022-01928-3","http://dx.doi.org/10.1007/s00410-022-01928-3","Open Access","open","TRUE","hybrid","open","TRUE","TRUE","cc by","cc-by","Contributions to Mineralogy and Petrology","Springer"
"Sajil Kumar, Pazhuparambil Jayarajan;Elango, Lakshmanan;Schneider, Michael","GIS and AHP based groundwater potential zones delineation in Chennai River Basin (CRB), India","Sustainability. - Basel: MDPI, 14, 2022, 3, Artikel 1830 (22 Seiten), . - 2071-1050.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.3390/su14031830","http://dx.doi.org/10.3390/su14031830","Open Access","open","TRUE","gold","open","TRUE","TRUE","cc by","cc-by","Sustainability","MDPI"
"Mangayayam, Marco C.;Perez, Jeffrey Paulo H.;Alonso-de-Linaje, Virginia;Dideriksen, Knud;Benning, Liane G.;Tobler, Dominique J.","Sulfidation extent of nanoscale zerovalent iron controls selectivity and reactivity with mixed chlorinated hydrocarbons in natural groundwater","Journal of hazardous materials. - New York, NY: Science Direct, 431, 2022, Artikel 128534, . - 0304-3894.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1016/j.jhazmat.2022.128534","http://dx.doi.org/10.1016/j.jhazmat.2022.128534","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc by","cc-by","Journal of Hazardous Materials","Elsevier"
"Ague, Jay J.;Tassara, Santiago;Holycross, Megan E.;Li, Ji-Lei;Cottrell, Elizabeth;Schwarzenbach, Esther M.;Fassoulas, Charalampos;John, Timm","Slab-derived devolatilization fluids oxidized by subducted metasedimentary rocks","Nature geoscience. - London: Nature Publishing Group, 15, 2022, 4, Seite 320-326, . - 1752-0894.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geochemie, Hydrogeologie, Mineralogie","journal article",2022,"10.1038/s41561-022-00904-7","http://dx.doi.org/10.1038/s41561-022-00904-7","Open Access hybrid","open","TRUE","hybrid","open","TRUE","TRUE","cc by","cc-by","Nature Geoscience","Nature"
"Schattner, U.;Kanari, M.;Goodman†Tchernov, B. N.;Mahiques, M. M.;Bernhardt, Anne","Sedimentary response of the deep eastern Mediterranean basin to the north African desertification, sea level variation and regional tectonics","Basin research. - Oxford: Wiley-Blackwell, 34, 2022, 2, Seite 662-687, . - 0950-091X.",2022,"FB Geowissenschaften","Geologische Wissenschaften (WE 1)","WE 1","Fachrichtung Geologie","journal article",2022,"10.1111/bre.12635","http://dx.doi.org/10.1111/bre.12635",NA,"no status","no status","closed","closed","FALSE","FALSE","NA","no CC license","Basin Research","Wiley"
